"slopes","pvals","estuary"
2.53434379077949e-05,3.16400734718941e-09,"Brisbane Water"
8.1441696062974e-06,0.15334648563033,"Cockrone Lake"
5.02648877794088e-06,0.377367107097218,"Avoca Lake"
-3.05908131751928e-06,0.492211414954823,"Terrigal Lagoon"
1.07638540977653e-05,0.0424577640569338,"Wamberal Lagoon"
4.79676187246683e-06,0.166444394651541,"Tuggerah Lakes"
2.48679426734128e-05,2.14479246248041e-07,"Lake Macquarie"
1.65003277196953e-05,0.000134778879941746,"Hunter River"
1.13132755055759e-05,0.0427936323581807,"Port Stephens"
3.08759639462604e-06,0.51811027396711,"Tilligerry Creek"
1.25029770872116e-05,0.000107563297807257,"Myall Lake and Myall River"
1.0014649392419e-05,3.3773848602676e-05,"Wallis Lake"
2.06148310708343e-05,7.75551061217883e-07,"Manning River"
-7.78987739191155e-08,0.978793487945373,"Smiths Lake"
1.33332006749386e-05,0.000325332909038592,"Khappinghat Creek"
1.32616816353366e-05,0.000208778868376736,"Hastings River"
2.42728059715047e-06,0.349214163773306,"Camden Haven River"
6.32637912451631e-06,0.119115865358996,"Clarence River"
4.30077355844791e-06,0.207935269699263,"Lake Cathie/Innes"
1.46168171983369e-05,7.85886014357233e-05,"Nambucca River"
1.6850249519769e-05,2.02389462840475e-06,"Macleay River"
1.67209081717e-05,4.31236408355825e-06,"Bellinger River"
4.80865532510994e-06,0.125595206779614,"Deep Creek"
6.08523108555167e-06,0.635652551776511,"Oyster Creek_NSW"
7.1158602730905e-06,0.22374774210871,"South West Rocks Creek"
2.99113463400528e-05,3.0174169404891e-10,"Saltwater Lagoon"
1.87949212978113e-05,7.97206959632968e-05,"Bonville Creek"
3.49720385555328e-05,0.00322162828443745,"Boambee Creek"
4.29536317984684e-06,0.2204707509928,"Woolgoolga Lake"
1.5796715879783e-05,0.00178784956707143,"Hearns Lake"
1.27301871141265e-05,0.0643175981295685,"Corindi River/Red Rock River"
8.75307154250396e-06,0.0904475846157795,"Wooli Wooli River"
-2.0580926895354e-05,0.119875109028282,"Station Creek"
8.17726747217691e-06,0.123274640002035,"Richmond River"
7.38664280968805e-06,0.19492922801069,"Sandon River"
5.2878644862982e-06,0.309245276921559,"Evans River"
1.70318829183211e-05,1.64658789199616e-06,"Tweed River"
1.7557688907009e-05,5.23796505598831e-07,"Cobaki Broadwater"
1.44295524574339e-05,0.0220021860332229,"Brunswick River"
1.15313489731829e-05,0.0575997130177984,"Mooball Creek"
1.38960678611282e-05,0.0184034745233368,"Cudgen Lake"
1.16218928924064e-05,0.119372128556486,"Belongil Creek"
3.35775023224433e-05,0.000172715713345402,"Tallow Creek"
7.36881161780793e-06,0.00645221046838984,"Victoria River"
-8.5032244328716e-06,0.0575030542337462,"Port Keats"
2.1310887551615e-06,0.401459604714897,"New Moon Inlet"
3.16874322547751e-06,0.516026291515915,"Moyle River"
-7.84491249421493e-06,0.175560354523725,"Little Moyle Inlet"
3.34477284267871e-06,0.481901385437337,"Daly River"
3.58997278589262e-06,0.423092897402672,"Port Hurd"
4.61171384409895e-06,0.322917574653868,"Dudwell Creek"
1.33594892985017e-05,0.00219105891438651,"Finnis River"
2.55680892209185e-06,0.603318226764495,"Apsley Strait"
-7.61284681593629e-06,0.174580799918026,"Bynoe Harbour"
-1.59014230505099e-05,0.00140952539878546,"Darwin Harbour"
1.48269609228775e-05,0.00478720436968486,"Andranangoo Creek"
-7.24907640586558e-06,0.336213578880973,"Micket Creek"
-2.89979692983365e-06,0.462485653246534,"Robinson Inlet"
-3.43279467229188e-07,0.897774719394729,"Adelaide River"
-6.43398218637628e-06,0.108574322358674,"NT130"
-4.46054274575351e-06,0.692679755115698,"Tommycut Creek"
-1.67544397822708e-06,0.736059226858796,"Sampan Creek"
-2.56262997743047e-06,0.668429386526287,"Popham Bay"
-4.29895506926047e-06,0.502768975000334,"Blue Mud Bay"
-5.54914358978587e-07,0.925222863116089,"Trepang Bay"
6.88853134410384e-06,0.0834340072046684,"Shamrock Bay"
-8.02253759195587e-08,0.989315089737307,"Port Essington"
-4.33107028261483e-06,0.164852489033302,"Wildman River"
6.34284093006609e-07,0.888247190089191,"Raffles Bay"
-5.29521575536339e-07,0.91198321168387,"East Alligator River"
-7.2505847857499e-06,0.131100320545191,"Murgenella Creek"
1.25500528632331e-06,0.813885775709618,"Saltwater Creek_NT"
-2.5091395898448e-06,0.4931475508724,"Goomadeer River"
-3.1834508544197e-06,0.456244111240253,"Wurugoij Creek"
-1.15292241338029e-06,0.887449348713714,"Ngandadauda Creek"
-7.17242960814072e-06,0.192671977882947,"Glyde River"
-3.68431923676214e-06,0.0952040016386772,"Nayampi Creek"
3.30201856472514e-07,0.93283725584219,"Limmen Bight River"
-5.62153985403153e-06,0.174648696954434,"Miyangkala Creek"
5.54455489984578e-06,0.0393176333361408,"Walker River"
1.82266113139925e-05,4.99915909800931e-07,"Koolatong River"
1.27716693286349e-05,3.76518535315482e-07,"Kurala River"
4.45560587318341e-06,0.769815410484999,"Hart River"
1.05607260405622e-05,9.58414640458211e-05,"Anguruki Creek"
1.07695934441726e-05,0.00326836405402427,"Arnhem Bay"
8.24428254394796e-06,0.0154677340944747,"Rosie Creek"
4.70781886218062e-06,0.197478630700352,"Bing Bong Creek"
7.10574138985305e-06,0.000719555181435436,"Mcarthur River"
9.62132464177287e-06,0.00188617644773414,"Trial Bay"
2.76615570574576e-06,0.468659307913711,"Melville Bay"
-1.84129696503962e-06,0.618123885941206,"Wearyan River"
-1.10193861711265e-05,0.000901963693562024,"NT106"
-6.98386168886447e-06,0.0136222501952945,"Fat Fellows Creek"
1.64730851702207e-05,4.97433685848673e-08,"Robinson River"
9.18153448771614e-06,0.00494925214017475,"Shark Creek"
8.14645247422187e-06,0.0042601673254402,"Seven Emu Creek"
-1.3588136789241e-06,0.637953875502869,"NT111"
3.08142005416545e-06,0.19801077517005,"NT113"
1.19850503377484e-05,7.67643598585925e-05,"Calvert River"
8.79561651042128e-06,0.021265600130764,"NT117"
1.71886347662492e-06,0.526107680543547,"Gum Creek"
8.60256764697188e-06,0.00871340902876673,"Tully Inlet"
-5.07040013708351e-06,0.172652160071217,"Massacre Inlet"
1.17958967712983e-05,0.00740170821574925,"Eight Mile Creek"
-2.48189433532803e-06,0.506813532855429,"Cliffdale Creek"
4.00177132271664e-06,0.274697933630514,"Gin Arm Creek"
6.81267481313528e-06,0.113944791149776,"Elizabeth River"
7.00660273713934e-06,0.107320024207139,"Albert River"
9.10603609167913e-06,0.0459965172392254,"Leichhardt River"
-2.53602986748185e-05,0.000233431540338478,"Morning Inlet"
1.14935102592331e-05,0.000214604801420961,"Flinders River/Bynoe River"
-4.75902562177815e-06,0.166586812145953,"Norman River"
7.17325028766238e-06,0.0270426809991226,"Accident Inlet"
5.46735540837017e-06,0.0461234494669864,"Duck Creek"
1.95748255541843e-05,9.52283239345736e-19,"Snake Creek"
9.53582767456359e-06,7.79432423941825e-05,"Gilbert River"
6.80866897241152e-06,0.00995457533124526,"Staaten River"
1.48973852549762e-05,4.57627095162318e-08,"Q062"
1.01325741900425e-05,0.000348743690033209,"Nassau River"
6.60255781630708e-06,0.013226253160652,"Kirke River"
8.64071579136632e-06,0.00288209325440428,"Topsy Creek"
5.17358955008021e-06,0.083920078447849,"Love River"
1.10023664190156e-05,8.32897075027407e-07,"Mitchell River_QLD"
9.73155063841298e-06,1.25593891559089e-05,"Kendall River"
1.02726308884701e-05,4.96275734195603e-05,"Archer Bay"
9.86541760621787e-06,0.0152681199629746,"Norman Creek"
2.04607027344857e-06,0.62320677883742,"Pine River Bay"
1.11773668694749e-05,7.51083551747813e-06,"Embley River"
1.83263764263302e-05,5.22719107193851e-07,"Andoom Creek"
1.3859196551429e-05,1.03870955909537e-09,"Mission River"
1.56389435835051e-05,0.00167607795730452,"Port Musgrave"
1.54151857406125e-05,0.00652527615539225,"Skardon River"
2.60953244044782e-05,1.27377602170153e-10,"Ducie River"
7.59319184504826e-06,0.262494879509776,"Jackson River"
1.59629339728385e-06,0.827559771825832,"Macdonald River"
3.08225808183781e-06,0.721332791731467,"Doughboy River"
1.11233633593651e-05,0.284791135914714,"Jardine River"
1.81066754322273e-05,0.095285156088186,"Cowal Creek"
1.79406247508125e-05,0.000356849026015293,"Kennedy Inlet"
9.3713171168639e-06,0.0644514223399702,"Escape River"
4.16324027581574e-05,0.145441250439787,"Harmer Creek"
2.05411519799453e-05,0.0424634373057028,"Olive River"
2.909388290412e-05,0.0218782940226721,"Macmillan River"
1.59434916886495e-05,0.00425366376641102,"Pascoe River"
1.47899079406069e-05,0.0193299955424678,"Claudie River"
1.18513405953715e-05,0.000104543946138477,"Lockhardt River"
2.26899374342109e-05,0.0823825281811216,"Nesbit River"
1.15979978336502e-06,0.841574374267267,"Stewart River"
5.95095887996266e-07,0.866086761470172,"North Kennedy River"
6.96845551155973e-06,0.0659948093136754,"Bizant River"
1.1738567179436e-05,0.0057216573119355,"Normanby River"
4.84720311359068e-06,0.238805353093171,"Marrett River"
4.80736233982315e-06,0.307713772634039,"Dead Dog Creek"
2.09602500335207e-06,0.751321232569095,"Jeannie River"
5.76252916209107e-06,0.231736988723525,"Starke River"
1.29472884458279e-06,0.755427543126074,"Endeavour River"
1.26597271760268e-05,0.000230155349215115,"Annan River"
1.57776522510161e-05,1.98101684171861e-05,"Bloomfield River"
2.81173800612554e-06,0.788441259295902,"Bauer Inlet"
6.51757451766633e-06,0.0991832209748419,"Daintree River"
1.64284332001084e-05,0.0248675750774374,"Cooper Creek"
8.928568337253e-06,0.226962368501601,"Noah Creek"
4.98245498291569e-06,0.213063134730845,"Dicksons Inlet"
3.13310480297808e-06,0.538750405380906,"Mowbray River"
9.7391723181511e-06,0.000898846598451538,"Barron River"
4.83198594604481e-05,0.00036751989163117,"Half Moon Creek"
1.64826466803132e-05,2.81169645938145e-12,"Trinity Inlet"
1.41099242220333e-05,0.0110273565271829,"Mutchero Inlet/Russell Mulgrave"
8.3948502580695e-07,0.852219047908112,"Murray River"
-7.28350614663132e-06,0.143615782893246,"Dallachy Creek"
-9.21402199264734e-06,0.128680925263701,"Wreck Creek"
1.07011227139784e-05,0.0319753929956832,"Johnstone River"
6.70642099142524e-06,0.0799226470785876,"Meunga Creek"
-3.99480352488397e-06,0.41119659259404,"Tully River"
8.47379832900221e-06,0.00558615057221986,"Hinchinbrook Channel"
1.12829715266095e-05,0.043406267442402,"Moresby River"
-4.88023803956207e-07,0.928058040467969,"Hull River"
5.65079631392063e-06,0.466764027545149,"Maria Creek"
1.04851144227918e-05,0.452200036949693,"Liverpool Creek"
3.25522395096589e-06,0.218229307082967,"Missionary Bay"
7.95194420073538e-06,0.0377361771856311,"Herbert River"
-7.36507581064258e-08,0.98794505783603,"Cattle Creek"
-5.61004349055683e-06,0.45998266043253,"Orient Creek"
-1.36323135544256e-06,0.809182738228365,"Palm Creek"
-7.28359262956531e-06,0.0239045065071634,"Victoria Creek"
-1.27582525284555e-05,0.00363201578216532,"Gentle Annie Creek"
-6.71522745191801e-07,0.899383984346573,"Althaus Creek"
2.31040350435639e-05,3.84155381810313e-08,"Black River_QLD"
1.37445526213856e-05,0.000107587579277286,"Bohle River"
1.21394665901279e-06,0.634582270790917,"Ross River"
2.44479600898935e-06,0.649626639566563,"Alligator Creek"
1.67852365045242e-05,0.00652903013540917,"Crocodile Creek"
5.43070855927448e-07,0.865484485024828,"Haughton River"
4.56711678233706e-07,0.892663822897751,"Barramundi Creek"
2.217980104656e-07,0.96217672598475,"Q195"
2.95653066547049e-06,0.352579075769779,"Barratta Creek"
1.55227536981666e-05,1.8698561002172e-06,"Burdekin River"
1.70079040383321e-05,4.64531985229709e-06,"Mud Creek"
8.66322055675149e-06,0.0165906575773052,"Plantation Creek"
7.61406362856026e-06,0.00603003787789976,"Nobbies Inlet"
-1.04586133081267e-05,0.0107330037711579,"Elliot River_QLD"
1.19658772909169e-05,0.00283319432481731,"Branch Creek"
2.12264791186666e-06,0.592680842958597,"Don River_QLD"
6.50824986242621e-06,0.169639561438135,"Gregory River"
3.16541402567728e-06,0.54578065778974,"Proserpine River"
6.51789236696314e-06,0.268902759758876,"O'Connell River"
9.67099764029359e-07,0.872883729688556,"Thompson Creek_QLD"
2.26100483184333e-06,0.680819064395795,"Dempster Creek"
8.18629621760372e-06,0.13830506290617,"Hervey Creek"
7.79216890298537e-06,0.0705555635924434,"Repulse Creek"
5.1379507889687e-06,0.402076336352412,"Blackrock Creek"
9.48839118843438e-06,0.0776978365550327,"Murray Creek"
6.40313350568758e-06,0.179049911100181,"Victor Creek"
2.36635262890833e-06,0.577583533871977,"Constant Creek"
1.38788186624224e-06,0.76208022240553,"Q221"
1.49779880426334e-05,0.00172014755980244,"Pioneer River"
1.65592129205043e-06,0.759295204571462,"Reliance/Leila Creek"
7.3567024411834e-06,0.139017943711959,"Bakers Creek"
6.80464974233795e-06,0.138380302294355,"Sandy Creek"
6.92853287749407e-06,0.293328757754772,"Q223"
7.17433632895996e-06,0.199960976216322,"Louisa Creek"
1.04851580676939e-05,0.0226743492942747,"Sarina Inlet"
4.95983763445775e-06,0.190621496706122,"Rocky Dam Creek"
7.81480990227906e-08,0.994180590093563,"Castrades Inlet"
3.44719743544055e-06,0.577978645609048,"Coconut Creek"
-3.0005315954564e-06,0.69187940660201,"Basin Creek"
5.57660056995938e-06,0.330892219919231,"Cape Creek"
1.26778860960412e-05,0.159264976154027,"West Hill Creek"
1.61640838866431e-05,0.153366224516348,"Knobler Creek"
1.60627402920656e-05,0.0434736616754264,"Marion Creek"
4.55313455559995e-06,0.672771746371714,"Walter Hall Creek"
1.77906614281605e-05,0.0891727163444413,"Carmila Creek"
1.16470545162009e-05,0.240179722571189,"Feather Creek"
1.17496013008932e-05,0.0199560189337567,"Clairview Creek"
1.55553758505595e-05,0.00390009877518401,"Saint Lawrence Creek"
2.47665183685363e-06,0.391736919687193,"Waverly Creek"
-8.82828616589735e-07,0.737029381982899,"Styx River"
1.75915267960902e-07,0.941631552476556,"Herbert Creek"
7.94232945376444e-06,0.0136675995774974,"Thirsty Sound"
2.88861728047186e-06,0.559817977646495,"Q246"
-4.01778772116425e-07,0.913678064351214,"Q245"
5.58616082055194e-06,0.298858805099196,"Raspberry Creek"
9.99602091958976e-06,0.0102495660169657,"Oyster Creek_QLD"
1.33052146364138e-05,0.000319517223696429,"Shoalwater Creek"
1.05307468127246e-05,9.8226449430758e-05,"Head Creek"
8.39920782965636e-06,0.0193132974643113,"Fitzroy River_QLD"
9.7304458600099e-06,0.0106928888471637,"Island Head Creek"
1.43955682315598e-05,0.000879302629065885,"Port Clinton"
-7.21139066695349e-06,0.40934246528159,"Corio Bay"
8.92974490328268e-06,0.162396164193547,"Cawarral Creek"
-4.70212542490618e-06,0.18163641198644,"Causeway Lake"
1.86406210711376e-06,0.586109857568041,"The Narrows"
6.94848605517155e-06,0.319903012771097,"Curtis Island Creek"
3.6368533481152e-07,0.919094036722597,"Calliope River"
-9.34933746908755e-07,0.76232143949686,"Auckland Inlet"
-2.98725768777822e-07,0.913630812210556,"Boyne River"
6.48022657763865e-06,0.0811717230412849,"Colloseum Inlet"
5.73354450227032e-06,0.0782783799837472,"Rodd's Harbour"
2.92918206380289e-06,0.488981208448631,"Pancake Creek/Jenny Lind Creek"
3.66553753645775e-06,0.375760997993379,"Eurimbula Creek"
-1.3161194442553e-06,0.807872897496621,"Baffle Creek"
-1.39481763554458e-05,0.0420208140669848,"Blackwater/Mitchell Creek"
1.01247880023866e-05,0.0339083815256773,"Littabella Creek"
-7.6882648758877e-06,0.0605336160477107,"Kolan River"
2.22429085213406e-05,9.58382419630835e-08,"Burnett River"
1.4952772243337e-05,0.00821619743781855,"Hervey Bay"
-1.01697072904909e-05,0.129261990262638,"Burrum River"
-1.45662786355467e-05,0.0234252096352087,"Beelbi Creek"
-1.80320789777423e-06,0.680514538068393,"Mary River"
1.62536807685662e-06,0.694803795332083,"Great Sandy Strait"
1.77704323690078e-05,1.02015490968154e-05,"Pine River"
1.83587697916755e-05,6.95245806334256e-05,"Moreton Bay"
-2.85057881835453e-06,0.635996737616999,"Noosa River"
1.33540226015275e-05,0.0062933200200975,"Caboolture River"
8.17155306717309e-06,0.0110547696389101,"Brisbane River"
8.54488731897661e-06,0.0593694033221118,"Burpengary Creek"
1.91905887065729e-05,0.000151125853953362,"Maroochy River"
1.3052079725054e-05,0.000498568474735398,"Pumicestone Passage"
1.71446348673951e-05,6.20045888039972e-06,"Brisbane Airport Floodway/Kedron Brook"
2.15567879733084e-05,1.38897685572791e-05,"Mooloolah River"
3.1237575920027e-05,1.57705346782068e-09,"Currimundi Creek"
1.19947001150839e-05,0.015929867477459,"Logan Albert River"
1.74009318773231e-05,6.47006647377081e-06,"Coomera River"
5.83059321985479e-06,0.300641278366018,"Eprapah Creek"
1.29878283984381e-05,0.0012795733543299,"Coombabah Lake"
1.28376543275773e-05,0.000309326696627741,"Southern Moreton Bay"
6.92429478770623e-06,0.0527151990258808,"Pimpama River"
2.21439920482978e-05,7.62675088252505e-10,"Nerang River"
1.3877328705074e-05,0.000565111797405363,"Tallebudgera Creek"
6.72457276002768e-06,0.094481673235724,"Currumbin Creek"
2.08516118336774e-05,0.35084100226251,"Yellow Rock River"
-2.51603823300375e-05,0.111675911961957,"Seal River"
-1.84053440399409e-05,0.296862879462959,"Sea Elephant River"
2.13519237931728e-05,0.0782432245188721,"Arthur River"
6.16907983048952e-06,0.627580853456946,"Robbins Passage"
-1.48332049137984e-05,0.231797188939131,"Mosquito Inlet"
2.76010058939133e-05,0.00333843587478829,"Pieman River"
-3.49920449438677e-05,0.0883349817627945,"Montagu"
-2.28351661433643e-06,0.838531598033218,"Duck Bay"
-1.65104671722145e-05,0.508282032274248,"Little Henty River"
2.13463923032128e-05,0.00128188567022634,"Macquarie Harbour"
3.07594885061361e-05,0.042471571994297,"Henty River"
-3.44444291105076e-05,0.00343940989680037,"West Inlet"
-2.14859414610532e-05,0.015538812336129,"East Inlet"
-1.64051329244548e-05,0.135604986627959,"Black River_TAS"
2.59367310876878e-05,0.343513136395978,"Mainwaring River"
-1.51566922316418e-05,0.273937267214446,"Detention River"
-3.8370030698323e-09,0.999916595464696,"Lewis River"
-4.51258589318092e-06,0.763706278613851,"Inglis River"
-7.49177540327641e-07,0.943629907247307,"Cam River"
3.31591285806446e-05,4.32624616032884e-05,"Payne Bay"
-3.89846172104322e-06,0.801521695235208,"Blythe River"
3.30934605758128e-05,0.00010165260612799,"Bathurst Harbour"
-6.11926096520624e-06,0.497115785172058,"Leven River"
2.53322730722741e-05,0.0936618915980312,"Freney Lagoon"
-5.15716173017396e-06,0.556495046234327,"Forth River"
1.59958488188988e-05,0.115013011483316,"Don River_TAS"
1.47515409420087e-05,0.022158602894832,"Mersey River"
4.05377395223605e-05,9.54961130486515e-05,"New River"
1.7862192358818e-05,0.0355495388911217,"Port Sorell"
1.33395402437438e-05,0.003975808871311,"Tamar River"
1.91162732305015e-05,0.140797897239073,"Recherche Bay"
2.42621760445268e-05,0.0234460605644454,"Huon River"
1.69283228718429e-05,0.138674231301831,"Southport"
1.53935179576452e-05,0.0626712159592341,"Southport Lagoon"
2.29287268147037e-05,0.0490664460401877,"Crookes Rivulet"
3.24549115359093e-05,0.000799808604945528,"Esperance River"
2.55112185355681e-05,0.00395867403644785,"Derwent River"
1.03925487796741e-06,0.901804025640301,"Pipers River"
3.34728898582021e-05,0.000129813908735063,"Cloudy Bay Lagoon"
2.34893276310925e-05,0.0255872963814581,"North West Bay"
6.23091117911366e-05,1.27851153568959e-11,"Little Forester River"
2.31477957279002e-05,0.0267606720799251,"Ralphs Bay"
1.37268707868543e-05,0.238264097596296,"Brid River"
3.59769029178707e-05,0.000115428680045575,"Frederick Henry Bay"
-6.59982549113025e-06,0.675660356227262,"Pipeclay Lagoon"
1.52082398416695e-05,0.149849202495539,"Carlton River"
1.82465850622206e-05,0.406354538744813,"Tomahawk River"
2.39512197559454e-05,0.00190614391940041,"Blackman Bay"
3.65182637155204e-05,0.00095777665860832,"Port Arthur"
2.2136660783244e-05,0.0021536916449788,"Cameron Inlet"
2.08891679100615e-05,0.00385674517565221,"Great Swanport"
2.21442267330879e-05,0.00532508061274391,"Scamander River"
9.43291701370345e-06,0.115765346848979,"Ansons Bay"
2.76702695028343e-05,0.000178014270045013,"Georges Bay"
1.27805267840998e-05,0.0899212270981563,"Henderson Lagoon"
-7.3915616019332e-06,0.262933185386371,"Logan Lagoon"
1.22137084685997e-05,0.0877000259402171,"Templestowe Lagoon"
3.60139935247199e-05,2.91594034900574e-05,"Grants Lagoon"
6.31229217380376e-05,0.359035845604472,"Bryans Lagoon"
9.76170107177057e-06,0.203782316168397,"Thirsty Lagoon"
2.47053543245724e-05,0.0797583270577294,"Prosser River"
1.48978615885516e-05,0.533488782695222,"Ringarooma River"
3.1014023671482e-05,3.08253038845841e-05,"Spring Bay"
3.79721252687891e-05,9.8124591256152e-07,"Little Swanport"
7.37158777632332e-07,0.885277283463568,"North East River"
4.68925479937324e-05,3.71942794369264e-05,"Lisdillon Lagoon"
1.35262866086914e-05,0.213322186396027,"Buxton River"
4.5434145675745e-05,0.0170370028261134,"Meredith River"
1.56339802432429e-05,0.0220865114422494,"Great Musselroe River"
-6.25130501302432e-06,0.522640778766117,"Glenelg River"
4.46632298339004e-05,0.00852496029999755,"Fitzroy River_VIC"
3.20581995570425e-05,0.0156284539371792,"Moyne River"
-7.80420172190837e-07,0.963686169140868,"Merri River"
2.60295720681487e-05,0.0678438465271057,"Hopkins River"
3.66270400532105e-06,0.739485833618438,"Curdies Inlet"
2.11030156467473e-05,0.0828432610270422,"Port Campbell River"
4.16489119783859e-05,0.429480547581653,"Gellibrand River"
2.71938386181918e-05,0.0301529219736238,"Aire River"
1.96789829555793e-06,0.962412885082648,"Barham River"
2.31643097356213e-05,4.90712421081461e-10,"Port Phillip Bay"
2.4981792257815e-05,2.40050301269239e-05,"Limeburners Bay"
1.92966301324242e-05,0.00849436986905045,"Barwon River"
2.49060019841839e-05,7.37641666085015e-05,"Western Port Bay"
5.02866516061716e-07,0.95902482654454,"Anderson Inlet"
6.69481990922546e-06,0.303362384426989,"Shallow Inlet"
2.41956504537715e-05,1.02451035808486e-05,"Corner Inlet"
-2.71230273281405e-05,0.0760116638024456,"Jack Smith Lake"
1.16201740628023e-05,0.00940938189474344,"Gippsland Lakes"
1.67416948464065e-05,8.49191963848366e-05,"Lake Tyers"
-5.15741852652694e-06,0.237013130846005,"Snowy River"
3.89612085082739e-05,0.0392762629616915,"Yeerung River"
7.01844880892908e-06,0.097092489127495,"Sydenham Inlet"
1.62692707858262e-05,0.0185545929142758,"Tamboon Inlet"
2.27822626616836e-05,0.54546016644449,"Thurra River"
2.7664583330928e-05,0.00879948668761707,"Mueller River"
8.12234342408006e-06,0.274088844069456,"Wingan Inlet"
1.63222606664697e-05,0.00112139636773635,"Mallacoota Inlet"
-4.99003798112936e-06,0.475409048072007,"Betka River"
2.76249555326415e-05,2.46628292636121e-07,"Gascoyne River"
2.55020832074056e-05,5.36682846156634e-09,"Murchison River"
1.34796119101415e-05,0.000674598734401885,"Giralia Bay"
0.00011222311254939,3.39449695941621e-06,"Bowes River"
3.67503113207424e-05,9.86662641559233e-09,"Greenough River"
2.62201854837558e-05,4.81000451146439e-08,"Ashburton River"
2.16853205207299e-05,0.000159335453416288,"Irwin River"
-4.43289571546988e-06,0.718356514050789,"Margaret River"
7.57519532911001e-06,0.316848799430994,"Hardy Inlet"
